GEO.id,GEO.id2,GEO.display+AC0-label,total+AF8-households,total+AF8-owners,total+AF8-renters
1400000US36005039200,36005039200,+ACI-Census Tract 392, Bronx County, New York+ACI-,554,82,472
1400000US36005039300,36005039300,+ACI-Census Tract 393, Bronx County, New York+ACI-,2996,129,2867
1400000US36005039400,36005039400,+ACI-Census Tract 394, Bronx County, New York+ACI-,1602,216,1386
1400000US36005039500,36005039500,+ACI-Census Tract 395, Bronx County, New York+ACI-,1447,166,1281
1400000US36005039600,36005039600,+ACI-Census Tract 396, Bronx County, New York+ACI-,1323,328,995
1400000US36005039700,36005039700,+ACI-Census Tract 397, Bronx County, New York+ACI-,524,18,506
1400000US36005039800,36005039800,+ACI-Census Tract 398, Bronx County, New York+ACI-,953,506,447
1400000US36005039901,36005039901,+ACI-Census Tract 399.01, Bronx County, New York+ACI-,1646,70,1576
1400000US36005039902,36005039902,+ACI-Census Tract 399.02, Bronx County, New York+ACI-,1711,15,1696
1400000US36005040100,36005040100,+ACI-Census Tract 401, Bronx County, New York+ACI-,1542,21,1521
1400000US36005040302,36005040302,+ACI-Census Tract 403.02, Bronx County, New York+ACI-,1429,9,1420
1400000US36005040303,36005040303,+ACI-Census Tract 403.03, Bronx County, New York+ACI-,1507,148,1359
1400000US36005040304,36005040304,+ACI-Census Tract 403.04, Bronx County, New York+ACI-,1184,27,1157
1400000US36005040400,36005040400,+ACI-Census Tract 404, Bronx County, New York+ACI-,1001,436,565
1400000US36005040501,36005040501,+ACI-Census Tract 405.01, Bronx County, New York+ACI-,1353,111,1242
1400000US36005040502,36005040502,+ACI-Census Tract 405.02, Bronx County, New York+ACI-,2268,164,2104
1400000US36005040600,36005040600,+ACI-Census Tract 406, Bronx County, New York+ACI-,1184,373,811
1400000US36005040701,36005040701,+ACI-Census Tract 407.01, Bronx County, New York+ACI-,1161,0,1161
1400000US36005040702,36005040702,+ACI-Census Tract 407.02, Bronx County, New York+ACI-,2612,39,2573
1400000US36005040800,36005040800,+ACI-Census Tract 408, Bronx County, New York+ACI-,1506,171,1335
1400000US36005040900,36005040900,+ACI-Census Tract 409, Bronx County, New York+ACI-,1320,241,1079
1400000US36005041100,36005041100,+ACI-Census Tract 411, Bronx County, New York+ACI-,1137,159,978
1400000US36005041300,36005041300,+ACI-Census Tract 413, Bronx County, New York+ACI-,2802,170,2632
1400000US36005041400,36005041400,+ACI-Census Tract 414, Bronx County, New York+ACI-,1571,736,835
1400000US36005041500,36005041500,+ACI-Census Tract 415, Bronx County, New York+ACI-,2245,140,2105
1400000US36005041800,36005041800,+ACI-Census Tract 418, Bronx County, New York+ACI-,1280,270,1010
1400000US36005041900,36005041900,+ACI-Census Tract 419, Bronx County, New York+ACI-,2524,100,2424
1400000US36005042000,36005042000,+ACI-Census Tract 420, Bronx County, New York+ACI-,1397,185,1212
1400000US36005042100,36005042100,+ACI-Census Tract 421, Bronx County, New York+ACI-,2099,56,2043
1400000US36005042200,36005042200,+ACI-Census Tract 422, Bronx County, New York+ACI-,1088,533,555
1400000US36005042300,36005042300,+ACI-Census Tract 423, Bronx County, New York+ACI-,1454,45,1409
1400000US36005042400,36005042400,+ACI-Census Tract 424, Bronx County, New York+ACI-,797,423,374
1400000US36005042500,36005042500,+ACI-Census Tract 425, Bronx County, New York+ACI-,2186,112,2074
1400000US36005042600,36005042600,+ACI-Census Tract 426, Bronx County, New York+ACI-,2002,1249,753
1400000US36005042800,36005042800,+ACI-Census Tract 428, Bronx County, New York+ACI-,674,445,229
1400000US36005042901,36005042901,+ACI-Census Tract 429.01, Bronx County, New York+ACI-,1198,111,1087
1400000US36005042902,36005042902,+ACI-Census Tract 429.02, Bronx County, New York+ACI-,1592,92,1500
1400000US36005043000,36005043000,+ACI-Census Tract 430, Bronx County, New York+ACI-,1041,572,469
1400000US36005043100,36005043100,+ACI-Census Tract 431, Bronx County, New York+ACI-,3396,82,3314
1400000US36005043400,36005043400,+ACI-Census Tract 434, Bronx County, New York+ACI-,1263,342,921
1400000US36005043500,36005043500,+ACI-Census Tract 435, Bronx County, New York+ACI-,17,0,17
1400000US36005043600,36005043600,+ACI-Census Tract 436, Bronx County, New York+ACI-,697,421,276
1400000US36005044200,36005044200,+ACI-Census Tract 442, Bronx County, New York+ACI-,1197,455,742
1400000US36005044400,36005044400,+ACI-Census Tract 444, Bronx County, New York+ACI-,1192,689,503
1400000US36005044800,36005044800,+ACI-Census Tract 448, Bronx County, New York+ACI-,667,503,164
1400000US36005044901,36005044901,+ACI-Census Tract 449.01, Bronx County, New York+ACI-,717,298,419
1400000US36005044902,36005044902,+ACI-Census Tract 449.02, Bronx County, New York+ACI-,826,280,546
1400000US36005045101,36005045101,+ACI-Census Tract 451.01, Bronx County, New York+ACI-,762,237,525
1400000US36005045102,36005045102,+ACI-Census Tract 451.02, Bronx County, New York+ACI-,859,365,494
1400000US36005045600,36005045600,+ACI-Census Tract 456, Bronx County, New York+ACI-,974,649,325
1400000US36005045800,36005045800,+ACI-Census Tract 458, Bronx County, New York+ACI-,1930,0,1930
1400000US36005046000,36005046000,+ACI-Census Tract 460, Bronx County, New York+ACI-,942,210,732
1400000US36005046201,36005046201,+ACI-Census Tract 462.01, Bronx County, New York+ACI-,12316,4682,7634
1400000US36005046202,36005046202,+ACI-Census Tract 462.02, Bronx County, New York+ACI-,2574,888,1686
1400000US36005048400,36005048400,+ACI-Census Tract 484, Bronx County, New York+ACI-,1224,747,477
1400000US36005050400,36005050400,+ACI-Census Tract 504, Bronx County, New York+ACI-,18,4,14
1400000US36005051600,36005051600,+ACI-Census Tract 516, Bronx County, New York+ACI-,1913,1218,695
1400000US36047000100,36047000100,+ACI-Census Tract 1, Kings County, New York+ACI-,2162,1035,1127
1400000US36047000200,36047000200,+ACI-Census Tract 2, Kings County, New York+ACI-,421,65,356
1400000US36047000301,36047000301,+ACI-Census Tract 3.01, Kings County, New York+ACI-,1859,1027,832
1400000US36047000501,36047000501,+ACI-Census Tract 5.01, Kings County, New York+ACI-,1798,807,991
1400000US36047000502,36047000502,+ACI-Census Tract 5.02, Kings County, New York+ACI-,1470,631,839
1400000US36047000700,36047000700,+ACI-Census Tract 7, Kings County, New York+ACI-,1963,806,1157
1400000US36047000900,36047000900,+ACI-Census Tract 9, Kings County, New York+ACI-,1868,634,1234
1400000US36047001100,36047001100,+ACI-Census Tract 11, Kings County, New York+ACI-,541,0,541
1400000US36047001300,36047001300,+ACI-Census Tract 13, Kings County, New York+ACI-,876,723,153
1400000US36047001500,36047001500,+ACI-Census Tract 15, Kings County, New York+ACI-,2627,502,2125
1400000US36047001800,36047001800,+ACI-Census Tract 18, Kings County, New York+ACI-,0,0,0
1400000US36047002000,36047002000,+ACI-Census Tract 20, Kings County, New York+ACI-,413,93,320
1400000US36047002100,36047002100,+ACI-Census Tract 21, Kings County, New York+ACI-,1725,688,1037
1400000US36047002200,36047002200,+ACI-Census Tract 22, Kings County, New York+ACI-,1658,454,1204
1400000US36047002300,36047002300,+ACI-Census Tract 23, Kings County, New York+ACI-,1559,28,1531
1400000US36047002901,36047002901,+ACI-Census Tract 29.01, Kings County, New York+ACI-,1238,14,1224
1400000US36047003000,36047003000,+ACI-Census Tract 30, Kings County, New York+ACI-,695,400,295
1400000US36047003100,36047003100,+ACI-Census Tract 31, Kings County, New York+ACI-,1019,558,461
1400000US36047003300,36047003300,+ACI-Census Tract 33, Kings County, New York+ACI-,1621,380,1241
1400000US36047003400,36047003400,+ACI-Census Tract 34, Kings County, New York+ACI-,1360,739,621
1400000US36047003500,36047003500,+ACI-Census Tract 35, Kings County, New York+ACI-,778,212,566
1400000US36047003600,36047003600,+ACI-Census Tract 36, Kings County, New York+ACI-,1805,797,1008
1400000US36047003700,36047003700,+ACI-Census Tract 37, Kings County, New York+ACI-,547,120,427
1400000US36047003800,36047003800,+ACI-Census Tract 38, Kings County, New York+ACI-,667,414,253
1400000US36047003900,36047003900,+ACI-Census Tract 39, Kings County, New York+ACI-,1160,308,852
1400000US36047004100,36047004100,+ACI-Census Tract 41, Kings County, New York+ACI-,1477,508,969
1400000US36047004300,36047004300,+ACI-Census Tract 43, Kings County, New York+ACI-,1569,430,1139
1400000US36047004400,36047004400,+ACI-Census Tract 44, Kings County, New York+ACI-,975,698,277
1400000US36047004500,36047004500,+ACI-Census Tract 45, Kings County, New York+ACI-,1654,620,1034
1400000US36047004600,36047004600,+ACI-Census Tract 46, Kings County, New York+ACI-,510,383,127
1400000US36047004700,36047004700,+ACI-Census Tract 47, Kings County, New York+ACI-,787,293,494
1400000US36047004900,36047004900,+ACI-Census Tract 49, Kings County, New York+ACI-,981,320,661
1400000US36047005000,36047005000,+ACI-Census Tract 50, Kings County, New York+ACI-,1084,521,563
1400000US36047005100,36047005100,+ACI-Census Tract 51, Kings County, New York+ACI-,989,410,579
1400000US36047005201,36047005201,+ACI-Census Tract 52.01, Kings County, New York+ACI-,1045,177,868
1400000US36047005202,36047005202,+ACI-Census Tract 52.02, Kings County, New York+ACI-,1453,705,748
1400000US36047005300,36047005300,+ACI-Census Tract 53, Kings County, New York+ACI-,937,274,663
1400000US36047005400,36047005400,+ACI-Census Tract 54, Kings County, New York+ACI-,1655,456,1199
1400000US36047005601,36047005601,+ACI-Census Tract 56.01, Kings County, New York+ACI-,1439,455,984
1400000US36047005602,36047005602,+ACI-Census Tract 56.02, Kings County, New York+ACI-,877,356,521
1400000US36047005800,36047005800,+ACI-Census Tract 58, Kings County, New York+ACI-,1486,327,1159
1400000US36047005900,36047005900,+ACI-Census Tract 59, Kings County, New York+ACI-,640,60,580
1400000US36047006000,36047006000,+ACI-Census Tract 60, Kings County, New York+ACI-,1106,364,742
1400000US36047006200,36047006200,+ACI-Census Tract 62, Kings County, New York+ACI-,1188,265,923
1400000US36047006300,36047006300,+ACI-Census Tract 63, Kings County, New York+ACI-,855,218,637
1400000US36047006400,36047006400,+ACI-Census Tract 64, Kings County, New York+ACI-,1372,670,702
1400000US36047006500,36047006500,+ACI-Census Tract 65, Kings County, New York+ACI-,2393,745,1648
1400000US36047006600,36047006600,+ACI-Census Tract 66, Kings County, New York+ACI-,1519,321,1198
1400000US36047006700,36047006700,+ACI-Census Tract 67, Kings County, New York+ACI-,1602,596,1006
1400000US36047006800,36047006800,+ACI-Census Tract 68, Kings County, New York+ACI-,1875,368,1507
1400000US36047006900,36047006900,+ACI-Census Tract 69, Kings County, New York+ACI-,1622,529,1093
1400000US36047007000,36047007000,+ACI-Census Tract 70, Kings County, New York+ACI-,989,482,507
1400000US36047007100,36047007100,+ACI-Census Tract 71, Kings County, New York+ACI-,1763,258,1505
1400000US36047007200,36047007200,+ACI-Census Tract 72, Kings County, New York+ACI-,633,16,617
1400000US36047007400,36047007400,+ACI-Census Tract 74, Kings County, New York+ACI-,1452,308,1144
1400000US36047007500,36047007500,+ACI-Census Tract 75, Kings County, New York+ACI-,2061,718,1343
1400000US36047007600,36047007600,+ACI-Census Tract 76, Kings County, New York+ACI-,1365,290,1075
1400000US36047007700,36047007700,+ACI-Census Tract 77, Kings County, New York+ACI-,1873,667,1206
1400000US36047007800,36047007800,+ACI-Census Tract 78, Kings County, New York+ACI-,1554,302,1252
1400000US36047008000,36047008000,+ACI-Census Tract 80, Kings County, New York+ACI-,1289,432,857
1400000US36047008200,36047008200,+ACI-Census Tract 82, Kings County, New York+ACI-,1423,236,1187
1400000US36047008400,36047008400,+ACI-Census Tract 84, Kings County, New York+ACI-,1060,265,795
1400000US36047008500,36047008500,+ACI-Census Tract 85, Kings County, New York+ACI-,3012,20,2992
1400000US36047008600,36047008600,+ACI-Census Tract 86, Kings County, New York+ACI-,0,0,0
1400000US36047008800,36047008800,+ACI-Census Tract 88, Kings County, New York+ACI-,1183,449,734
1400000US36047009000,36047009000,+ACI-Census Tract 90, Kings County, New York+ACI-,881,154,727
1400000US36047009200,36047009200,+ACI-Census Tract 92, Kings County, New York+ACI-,1657,249,1408
1400000US36047009400,36047009400,+ACI-Census Tract 94, Kings County, New York+ACI-,1521,350,1171
1400000US36047009600,36047009600,+ACI-Census Tract 96, Kings County, New York+ACI-,1841,325,1516
1400000US36047009800,36047009800,+ACI-Census Tract 98, Kings County, New York+ACI-,1848,264,1584
1400000US36047010000,36047010000,+ACI-Census Tract 100, Kings County, New York+ACI-,1753,376,1377
1400000US36047010100,36047010100,+ACI-Census Tract 101, Kings County, New York+ACI-,1508,401,1107
1400000US36047010200,36047010200,+ACI-Census Tract 102, Kings County, New York+ACI-,1364,325,1039
1400000US36047010400,36047010400,+ACI-Census Tract 104, Kings County, New York+ACI-,1642,314,1328
1400000US36047010600,36047010600,+ACI-Census Tract 106, Kings County, New York+ACI-,1423,192,1231
1400000US36047010800,36047010800,+ACI-Census Tract 108, Kings County, New York+ACI-,1313,265,1048
1400000US36047011000,36047011000,+ACI-Census Tract 110, Kings County, New York+ACI-,666,206,460
1400000US36047011200,36047011200,+ACI-Census Tract 112, Kings County, New York+ACI-,1984,371,1613
1400000US36047011400,36047011400,+ACI-Census Tract 114, Kings County, New York+ACI-,1174,333,841
1400000US36047011600,36047011600,+ACI-Census Tract 116, Kings County, New York+ACI-,1230,197,1033
1400000US36047011700,36047011700,+ACI-Census Tract 117, Kings County, New York+ACI-,1240,277,963
1400000US36047011800,36047011800,+ACI-Census Tract 118, Kings County, New York+ACI-,644,151,493
1400000US36047011900,36047011900,+ACI-Census Tract 119, Kings County, New York+ACI-,717,204,513
1400000US36047012000,36047012000,+ACI-Census Tract 120, Kings County, New York+ACI-,340,76,264
1400000US36047012100,36047012100,+ACI-Census Tract 121, Kings County, New York+ACI-,747,254,493
1400000US36047012200,36047012200,+ACI-Census Tract 122, Kings County, New York+ACI-,1522,297,1225
1400000US36047012600,36047012600,+ACI-Census Tract 126, Kings County, New York+ACI-,874,297,577
1400000US36047012700,36047012700,+ACI-Census Tract 127, Kings County, New York+ACI-,1614,186,1428
1400000US36047012801,36047012801,+ACI-Census Tract 128.01, Kings County, New York+ACI-,749,253,496
1400000US36047012901,36047012901,+ACI-Census Tract 129.01, Kings County, New York+ACI-,978,215,763
1400000US36047012902,36047012902,+ACI-Census Tract 129.02, Kings County, New York+ACI-,846,272,574
1400000US36047013000,36047013000,+ACI-Census Tract 130, Kings County, New York+ACI-,1899,404,1495
1400000US36047013100,36047013100,+ACI-Census Tract 131, Kings County, New York+ACI-,1817,647,1170
1400000US36047013200,36047013200,+ACI-Census Tract 132, Kings County, New York+ACI-,710,311,399
1400000US36047013300,36047013300,+ACI-Census Tract 133, Kings County, New York+ACI-,1824,761,1063
1400000US36047013400,36047013400,+ACI-Census Tract 134, Kings County, New York+ACI-,1471,636,835
1400000US36047013500,36047013500,+ACI-Census Tract 135, Kings County, New York+ACI-,1528,685,843
1400000US36047013600,36047013600,+ACI-Census Tract 136, Kings County, New York+ACI-,1489,717,772
1400000US36047013700,36047013700,+ACI-Census Tract 137, Kings County, New York+ACI-,1401,355,1046
1400000US36047013800,36047013800,+ACI-Census Tract 138, Kings County, New York+ACI-,1339,286,1053
1400000US36047013900,36047013900,+ACI-Census Tract 139, Kings County, New York+ACI-,1425,391,1034
1400000US36047014000,36047014000,+ACI-Census Tract 140, Kings County, New York+ACI-,764,309,455
1400000US36047014100,36047014100,+ACI-Census Tract 141, Kings County, New York+ACI-,1496,508,988
1400000US36047014200,36047014200,+ACI-Census Tract 142, Kings County, New York+ACI-,1306,238,1068
1400000US36047014300,36047014300,+ACI-Census Tract 143, Kings County, New York+ACI-,1521,452,1069
1400000US36047014500,36047014500,+ACI-Census Tract 145, Kings County, New York+ACI-,1757,346,1411
1400000US36047014700,36047014700,+ACI-Census Tract 147, Kings County, New York+ACI-,819,210,609
1400000US36047014800,36047014800,+ACI-Census Tract 148, Kings County, New York+ACI-,508,361,147
1400000US36047014900,36047014900,+ACI-Census Tract 149, Kings County, New York+ACI-,2273,1112,1161
1400000US36047015000,36047015000,+ACI-Census Tract 150, Kings County, New York+ACI-,578,406,172
1400000US36047015100,36047015100,+ACI-Census Tract 151, Kings County, New York+ACI-,1615,827,788
1400000US36047015200,36047015200,+ACI-Census Tract 152, Kings County, New York+ACI-,867,498,369
1400000US36047015300,36047015300,+ACI-Census Tract 153, Kings County, New York+ACI-,1170,429,741
1400000US36047015400,36047015400,+ACI-Census Tract 154, Kings County, New York+ACI-,0,0,0
1400000US36047015500,36047015500,+ACI-Census Tract 155, Kings County, New York+ACI-,1484,685,799
1400000US36047015700,36047015700,+ACI-Census Tract 157, Kings County, New York+ACI-,2046,958,1088
1400000US36047015900,36047015900,+ACI-Census Tract 159, Kings County, New York+ACI-,2522,1315,1207
1400000US36047016000,36047016000,+ACI-Census Tract 160, Kings County, New York+ACI-,1804,362,1442
1400000US36047016100,36047016100,+ACI-Census Tract 161, Kings County, New York+ACI-,1402,539,863
1400000US36047016200,36047016200,+ACI-Census Tract 162, Kings County, New York+ACI-,1125,411,714
1400000US36047016300,36047016300,+ACI-Census Tract 163, Kings County, New York+ACI-,1349,572,777
1400000US36047016400,36047016400,+ACI-Census Tract 164, Kings County, New York+ACI-,189,0,189
1400000US36047016500,36047016500,+ACI-Census Tract 165, Kings County, New York+ACI-,2592,1099,1493
1400000US36047016600,36047016600,+ACI-Census Tract 166, Kings County, New York+ACI-,668,598,70
1400000US36047016700,36047016700,+ACI-Census Tract 167, Kings County, New York+ACI-,2127,729,1398
